benchmark,optimization,optimized_node,rank,original_candidate,combined_score,simulation_similarity,support_overlap,depth_similarity,optimized_level,original_level,is_exact_signature_match,match_category,signature_match_on_patterns,formal_truth_table_match,pattern_count,is_formal_exact_mode,optimized_fingerprint,original_fingerprint,optimized_support_size,original_support_size,optimized_fanin_count,original_fanin_count,sat_reason,needs_sat_check,orig_blif,opt_blif
generated_adder_4,balance,new_n26,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n27,1,new_n27,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,a29f685b4a595ff0,a29f685b4a595ff0,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n28,1,new_n28,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,4d7a9a3b447efb56,4d7a9a3b447efb56,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n30,1,new_n30,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c24c80cf98124e46,c24c80cf98124e46,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n31,1,new_n31,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,3a2b9632c1bf022c,3a2b9632c1bf022c,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n32,1,new_n32,1.0,1.0,1.0,1.0,2,2,1,exact_anchor,1,1,512,1,921ff67e38bdf4a7,921ff67e38bdf4a7,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n33,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n34,1,new_n34,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,47d1804ed8430f98,47d1804ed8430f98,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n35,1,new_n35,1.0,1.0,1.0,1.0,6,6,1,exact_anchor,1,1,512,1,17bcb4dd2a9e6776,17bcb4dd2a9e6776,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n36,1,new_n36,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,9765d48dd9ca3fa0,9765d48dd9ca3fa0,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n37,1,new_n37,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,fc3ae64897cda2dd,fc3ae64897cda2dd,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n39,1,new_n39,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,18892720a7f04077,18892720a7f04077,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n40,1,new_n40,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,af423559a1f1be28,af423559a1f1be28,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n41,1,new_n41,1.0,1.0,1.0,1.0,2,2,1,exact_anchor,1,1,512,1,0443617a72b09093,0443617a72b09093,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n42,1,new_n42,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,907a44cc1e67d175,907a44cc1e67d175,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n43,1,new_n43,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,393e67c0209b96d7,393e67c0209b96d7,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n44,1,new_n44,1.0,1.0,1.0,1.0,8,8,1,exact_anchor,1,1,512,1,2dfcd5b8c807055f,2dfcd5b8c807055f,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n45,1,new_n45,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,66d5aace10a95352,66d5aace10a95352,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n46,1,new_n46,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,cfd18bfa9d5f5272,cfd18bfa9d5f5272,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n48,1,new_n48,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c81633045c6eeaa2,c81633045c6eeaa2,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,balance,new_n49,1,new_n49,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,92371b78397fd8f6,92371b78397fd8f6,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_balance.blif
generated_adder_4,compress2rs,new_n15,1,new_n24,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,47c57d9752e083e9,47c57d9752e083e9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n18,1,new_n25,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,6651021d80b896ca,6651021d80b896ca,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n21,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n22,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n25,1,new_n34,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,47d1804ed8430f98,47d1804ed8430f98,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n28,1,new_n35,1.0,1.0,1.0,1.0,6,6,1,exact_anchor,1,1,512,1,17bcb4dd2a9e6776,17bcb4dd2a9e6776,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n29,1,new_n42,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,907a44cc1e67d175,907a44cc1e67d175,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n32,1,new_n43,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,393e67c0209b96d7,393e67c0209b96d7,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n35,1,new_n44,1.0,1.0,1.0,1.0,8,8,1,exact_anchor,1,1,512,1,2dfcd5b8c807055f,2dfcd5b8c807055f,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n36,1,new_n48,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c81633045c6eeaa2,c81633045c6eeaa2,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,compress2rs,new_n39,1,new_n49,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,92371b78397fd8f6,92371b78397fd8f6,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_compress2rs.blif
generated_adder_4,dc2,new_n15,1,new_n24,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,47c57d9752e083e9,47c57d9752e083e9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n18,1,new_n25,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,6651021d80b896ca,6651021d80b896ca,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n21,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n22,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n25,1,new_n34,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,47d1804ed8430f98,47d1804ed8430f98,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n28,1,new_n35,1.0,1.0,1.0,1.0,6,6,1,exact_anchor,1,1,512,1,17bcb4dd2a9e6776,17bcb4dd2a9e6776,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n29,1,new_n42,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,907a44cc1e67d175,907a44cc1e67d175,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n32,1,new_n43,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,393e67c0209b96d7,393e67c0209b96d7,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n35,1,new_n44,1.0,1.0,1.0,1.0,8,8,1,exact_anchor,1,1,512,1,2dfcd5b8c807055f,2dfcd5b8c807055f,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n36,1,new_n48,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c81633045c6eeaa2,c81633045c6eeaa2,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,dc2,new_n39,1,new_n49,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,92371b78397fd8f6,92371b78397fd8f6,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_dc2.blif
generated_adder_4,refactor,new_n15,1,new_n24,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,47c57d9752e083e9,47c57d9752e083e9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n18,1,new_n25,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,6651021d80b896ca,6651021d80b896ca,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n21,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n22,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n25,1,new_n34,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,47d1804ed8430f98,47d1804ed8430f98,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n28,1,new_n35,1.0,1.0,1.0,1.0,6,6,1,exact_anchor,1,1,512,1,17bcb4dd2a9e6776,17bcb4dd2a9e6776,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n29,1,new_n42,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,907a44cc1e67d175,907a44cc1e67d175,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n32,1,new_n43,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,393e67c0209b96d7,393e67c0209b96d7,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n35,1,new_n44,1.0,1.0,1.0,1.0,8,8,1,exact_anchor,1,1,512,1,2dfcd5b8c807055f,2dfcd5b8c807055f,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n36,1,new_n48,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c81633045c6eeaa2,c81633045c6eeaa2,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor,new_n39,1,new_n49,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,92371b78397fd8f6,92371b78397fd8f6,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor.blif
generated_adder_4,refactor_z,new_n15,1,new_n24,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,47c57d9752e083e9,47c57d9752e083e9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n18,1,new_n25,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,6651021d80b896ca,6651021d80b896ca,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n21,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n22,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n25,1,new_n34,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,47d1804ed8430f98,47d1804ed8430f98,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n28,1,new_n35,1.0,1.0,1.0,1.0,6,6,1,exact_anchor,1,1,512,1,17bcb4dd2a9e6776,17bcb4dd2a9e6776,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n29,1,new_n42,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,907a44cc1e67d175,907a44cc1e67d175,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n32,1,new_n43,1.0,1.0,1.0,1.0,7,7,1,exact_anchor,1,1,512,1,393e67c0209b96d7,393e67c0209b96d7,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n35,1,new_n44,1.0,1.0,1.0,1.0,8,8,1,exact_anchor,1,1,512,1,2dfcd5b8c807055f,2dfcd5b8c807055f,7,7,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n36,1,new_n48,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c81633045c6eeaa2,c81633045c6eeaa2,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,refactor_z,new_n39,1,new_n49,1.0,1.0,1.0,1.0,9,9,1,exact_anchor,1,1,512,1,92371b78397fd8f6,92371b78397fd8f6,9,9,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_refactor_z.blif
generated_adder_4,resub,new_n15,1,new_n15,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,7bd75205b989a663,7bd75205b989a663,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n16,1,new_n16,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,235b1e44a2ae2a5f,235b1e44a2ae2a5f,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n17,1,new_n17,1.0,1.0,1.0,1.0,2,2,1,exact_anchor,1,1,512,1,5fb1824d9692e39a,5fb1824d9692e39a,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n18,1,new_n18,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,38a1a370d3f79f4b,38a1a370d3f79f4b,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n19,1,new_n19,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,dc06a37141f84a2b,dc06a37141f84a2b,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n21,1,new_n21,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,e451a988382af5d9,e451a988382af5d9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n22,1,new_n22,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,2157b90811e3ea67,2157b90811e3ea67,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n23,1,new_n23,1.0,1.0,1.0,1.0,2,2,1,exact_anchor,1,1,512,1,f6ca69658a9287c9,f6ca69658a9287c9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n24,1,new_n24,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,47c57d9752e083e9,47c57d9752e083e9,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n25,1,new_n25,1.0,1.0,1.0,1.0,3,3,1,exact_anchor,1,1,512,1,6651021d80b896ca,6651021d80b896ca,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n26,1,new_n26,1.0,1.0,1.0,1.0,4,4,1,exact_anchor,1,1,512,1,2a8cb68d76125e6e,2a8cb68d76125e6e,3,3,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n27,1,new_n27,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,a29f685b4a595ff0,a29f685b4a595ff0,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n28,1,new_n28,1.0,1.0,1.0,1.0,5,5,1,exact_anchor,1,1,512,1,4d7a9a3b447efb56,4d7a9a3b447efb56,5,5,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n30,1,new_n30,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,c24c80cf98124e46,c24c80cf98124e46,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n31,1,new_n31,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,3a2b9632c1bf022c,3a2b9632c1bf022c,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n32,1,new_n32,1.0,1.0,1.0,1.0,2,2,1,exact_anchor,1,1,512,1,921ff67e38bdf4a7,921ff67e38bdf4a7,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
generated_adder_4,resub,new_n33,1,new_n33,1.0,1.0,1.0,1.0,1,1,1,exact_anchor,1,1,512,1,1e47fdfb89658e16,1e47fdfb89658e16,2,2,2,2,exact anchor SAT sanity check (score 1.000),True,variants/generated_adder_4_original.blif,variants/generated_adder_4_resub.blif
