candidate_id,seed_id,benchmark,optimisation,coi_name,iteration,implementation_nodes,input_cut,output_cut,external_fanout_edges,observable_outputs,inferred_input_buses,inferred_output_buses,semantic_hypothesis_id,proof_scope,proof_status,closure_status,last_counterexample,repair_history,search_cost,search_score,source_blind,fingerprint,schema_version
joint_affine_hidden_coefficients__seed__j01__19a9e46334,joint_affine_hidden_coefficients__seed,joint_affine_hidden_coefficients,controlled,"y0,y1",1,"[""a0"",""a1"",""b0"",""b1"",""c0"",""c1"",""y0"",""y1""]",[],"[""y0"",""y1""]",[],"[""y0"",""y1""]",[],"[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_affine_hidden_coefficients__initial,formal_region_free_cut,unproven,invalid_whole_design_expansion,{},"[""contract_irrelevant""]",0,0.0,true,dc0880856a1731b4,joint_region_interface_candidate_v1
joint_affine_hidden_coefficients__seed__j09__9dd95e9b7b,joint_affine_hidden_coefficients__seed,joint_affine_hidden_coefficients,controlled,"y0,y1",9,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_affine_hidden_coefficients__affine__module,formal_region_free_cut,unproven,closed,{},[],10,0.78,true,0af27be0c95c947e,joint_region_interface_candidate_v1
joint_add_add__seed__j00__4237022cdd,joint_add_add__seed,joint_add_add,controlled,"y0,y1",0,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_add_add__initial,formal_region_free_cut,unproven,closed,{},[],0,0.78,true,b47ab56f0bb304e2,joint_region_interface_candidate_v1
joint_add_add__seed__j09__c90e04a2f0,joint_add_add__seed,joint_add_add,controlled,"y0,y1",9,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_add_add__add_add__module,formal_region_free_cut,unproven,closed,{},[],10,0.78,true,5a5b54d85e8071d2,joint_region_interface_candidate_v1
joint_bilinear__seed__j00__d023b09de2,joint_bilinear__seed,joint_bilinear,controlled,"y0,y1",0,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_bilinear__initial,formal_region_free_cut,unproven,closed,{},[],0,0.78,true,0c86d2b64ea2943b,joint_region_interface_candidate_v1
joint_bilinear__seed__j09__70b22141ea,joint_bilinear__seed,joint_bilinear,controlled,"y0,y1",9,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_bilinear__bilinear__module,formal_region_free_cut,unproven,closed,{},[],10,0.78,true,45c9642247bcc223,joint_region_interface_candidate_v1
joint_mac__seed__j00__b22aa5b260,joint_mac__seed,joint_mac,controlled,"y0,y1",0,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_mac__initial,formal_region_free_cut,unproven,closed,{},[],0,0.78,true,2bbf17e3c2a2cb17,joint_region_interface_candidate_v1
joint_mac__seed__j09__9f37686d78,joint_mac__seed,joint_mac,controlled,"y0,y1",9,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""c0"",""c1""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""c0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci5"",""ordered_member_nodes"":[""c1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_mac__mac__module,formal_region_free_cut,unproven,closed,{},[],10,0.78,true,a7d83e2a67a99c4f,joint_region_interface_candidate_v1
joint_mux_reordered_outputs__seed__j00__9f9e5e434e,joint_mux_reordered_outputs__seed,joint_mux_reordered_outputs,controlled,"y1,y0",0,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""sel""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""sel""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_mux_reordered_outputs__initial,formal_region_free_cut,unproven,closed,{},[],0,0.8099999999999999,true,b26593eb1c792815,joint_region_interface_candidate_v1
joint_mux_reordered_outputs__seed__j01__52b763d544,joint_mux_reordered_outputs__seed,joint_mux_reordered_outputs,controlled,"y1,y0",1,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""sel""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""sel""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_mux_reordered_outputs__initial,formal_region_free_cut,unproven,closed,{},"[""reorder_output_bits""]",1,0.8099999999999999,true,b26593eb1c792815,joint_region_interface_candidate_v1
joint_mux_reordered_outputs__seed__j09__432444d61d,joint_mux_reordered_outputs__seed,joint_mux_reordered_outputs,controlled,"y0,y1",9,"[""y0"",""y1""]","[""a0"",""a1"",""b0"",""b1"",""sel""]","[""y0"",""y1""]",[],"[""y0"",""y1""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""b0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci3"",""ordered_member_nodes"":[""b1""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci4"",""ordered_member_nodes"":[""sel""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y0""],""role"":""cut_output"",""signed"":false,""width"":1},{""name"":""co1"",""ordered_member_nodes"":[""y1""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_mux_reordered_outputs__mux__module,formal_region_free_cut,unproven,closed,{},[],9,0.8099999999999999,true,611dbe859fa2f527,joint_region_interface_candidate_v1
joint_negative_unaccounted_fanout__seed__j00__df76f4bce7,joint_negative_unaccounted_fanout__seed,joint_negative_unaccounted_fanout,controlled,sum,0,"[""sum"",""xab""]","[""a"",""b"",""cin""]","[""sum""]",[],"[""sum""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""b""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""cin""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""sum""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_negative_unaccounted_fanout__initial,formal_region_free_cut,unproven,closed,{},[],0,0.87,true,cf2e07e174396c89,joint_region_interface_candidate_v1
joint_negative_unaccounted_fanout__seed__j09__0a58a83023,joint_negative_unaccounted_fanout__seed,joint_negative_unaccounted_fanout,controlled,sum,9,"[""sum"",""xab""]","[""a"",""b"",""cin""]","[""sum""]",[],"[""sum""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""b""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""cin""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""sum""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_negative_unaccounted_fanout__negative__module,formal_region_free_cut,unproven,closed,{},[],6,0.87,true,54e3f899dff86b8e,joint_region_interface_candidate_v1
joint_negative_dangling_fanin__seed__j00__9455aee117,joint_negative_dangling_fanin__seed,joint_negative_dangling_fanin,controlled,sum,0,"[""sum"",""xab""]","[""a"",""b"",""cin""]","[""sum""]",[],"[""sum""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""b""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""cin""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""sum""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_negative_dangling_fanin__initial,formal_region_free_cut,unproven,closed,{},[],0,0.87,true,6f67d7d1fcccd027,joint_region_interface_candidate_v1
joint_negative_dangling_fanin__seed__j09__b7a19168e8,joint_negative_dangling_fanin__seed,joint_negative_dangling_fanin,controlled,sum,9,"[""sum"",""xab""]","[""a"",""b"",""cin""]","[""sum""]",[],"[""sum""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""b""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci2"",""ordered_member_nodes"":[""cin""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""sum""],""role"":""cut_output"",""signed"":false,""width"":1}]",joint_negative_dangling_fanin__negative__module,formal_region_free_cut,unproven,closed,{},[],6,0.87,true,130783777419eed5,joint_region_interface_candidate_v1
fresh_structural_seed_0001__j00__791a8ed1b3,fresh_structural_seed_0001,arithmetic_affine_w2,controlled,y_0,0,"[""new_n10"",""new_n9"",""y_0""]","[""a_0"",""a_1""]","[""y_0""]","[[""new_n10"",""y_1""],[""new_n9"",""y_2""]]","[""y_0""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a_0""],""role"":""cut_input"",""signed"":false,""width"":1},{""name"":""ci1"",""ordered_member_nodes"":[""a_1""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y_0""],""role"":""cut_output"",""signed"":false,""width"":1}]",arithmetic_affine_w2__initial,formal_region_free_cut,unproven,invalid_unaccounted_external_fanout,{},[],0,0.0,true,b9d91c723104a296,joint_region_interface_candidate_v1
fresh_structural_seed_0002__j00__f3de908ac1,fresh_structural_seed_0002,arithmetic_affine_w3,controlled,y_0,0,"[""y_0""]","[""a_0""]","[""y_0""]",[],"[""y_0""]","[{""name"":""ci0"",""ordered_member_nodes"":[""a_0""],""role"":""cut_input"",""signed"":false,""width"":1}]","[{""name"":""co0"",""ordered_member_nodes"":[""y_0""],""role"":""cut_output"",""signed"":false,""width"":1}]",arithmetic_affine_w3__initial,formal_region_free_cut,unproven,closed,{},[],0,0.95,true,130b8cdc8dc81322,joint_region_interface_candidate_v1
