all_boundary_nodes_formally_anchored,alternative_anchor_states_explored,anchor_mode,attempted,available_sat_cec_frontier_candidates,benchmark,boundary_contextual_proof_status,boundary_contextual_validation_status,candidate_ebi_frontier_count,candidate_ebo_frontier_count,candidate_frontiers,case_id,classification,coi_name,contains_original_coi,context_mode,cycle_free,cycle_pruned_states,ebi_count,ebo_count,eligible,extended_region_nodes,extension_nodes,extension_ratio,failure_reason,formal_checks,formal_timeouts,global_formal_anchor_count,incoming_bypass_count,incoming_bypass_edges_json,old_failure_reason,old_status,optimization,original_coi_nodes,original_ebi_exact_match,original_ebo_exact_match,original_region_exact_match,outgoing_bypass_count,outgoing_bypass_edges_json,proven_odc_anchor_count,pruned_states,runtime_seconds,search_mode,search_states,selected_complemented_anchor_count,selected_exact_anchor_count,selected_odc_anchor_count,selected_sat_cec_anchor_count,selected_sat_cec_frontier_candidates,success,total_boundary_distance,trace_json,usable_odc_frontier_count,valid_ebi_cut,valid_ebo_cut,validation_profile,whole_design_boundary
True,0,formal_plus_odc,True,0,generated_adder_4,,boundary_still_invalid,5,3,8,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_plus_odc|first_frontier|global_output_odc,boundary_still_invalid,adder_bit1_carry_sum_region,True,global_output_odc,True,0,5,3,True,new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n21;new_n22;new_n34,0.10344827586206896,boundary_still_invalid,,,25,2,"[[""b1"", ""new_n21""], [""b1"", ""new_n22""]]",ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,0,[],1,0,0.000061,first_frontier,1,0,7,1,0,0,False,2,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin"", ""new_n17""], ""derived_bo"": [""new_n34"", ""sum1""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""b1"", ""new_n21""], [""b1"", ""new_n22""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""a0"", ""a1"", ""b0"", ""cin"", ""new_n17""], ""selected_ebo"": [""new_n26"", ""new_n34"", ""sum1""]}",1,False,False,optimized_extended,False
True,18,formal_plus_odc,True,0,generated_adder_4,proven_odc_valid,boundary_contextually_valid,10,9,19,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_plus_odc|cost_guided|global_output_odc,fixed_by_cost_guided_search,adder_bit1_carry_sum_region,True,global_output_odc,True,0,6,2,True,new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n21;new_n22;new_n34,0.10344827586206896,valid,,,25,0,[],ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,0,[],1,0,0.004636,cost_guided,18,0,7,1,0,0,True,3,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin"", ""new_n17""], ""derived_bo"": [""new_n34"", ""sum1""], ""ebi_candidates"": {""a0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""a0""}], ""b0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""b0""}], ""cin"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""cin""}], ""new_n17"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""new_n17""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""a0""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""b0""}], ""new_n21"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}], ""new_n22"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}]}, ""ebo_candidates"": {""new_n23"": [{""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}, {""direction"": ""fanout"", ""distance"": 3, ""node"": ""new_n43""}], ""new_n26"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""new_n26""}, {""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}], ""sum1"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""sum1""}]}, ""incoming_bypass_edges"": [], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",1,True,True,optimized_extended,False
True,0,formal_all,True,0,generated_adder_4,,not_applicable,4,3,7,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|first_frontier|coi_output_odc,blocked_by_missing_relevant_anchors,adder_bit1_carry_sum_region,True,coi_output_odc,True,0,4,3,True,new_n15;new_n16;new_n17;new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n15;new_n16;new_n17;new_n21;new_n22;new_n34,0.20689655172413793,invalid_ebi_cut;invalid_ebo_cut;incoming_bypass;outgoing_bypass,,,25,2,"[[""b1"", ""new_n21""], [""b1"", ""new_n22""]]",ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,2,"[[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]",0,0,0.000081,first_frontier,1,0,7,0,0,0,False,2,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin""], ""derived_bo"": [""new_n17"", ""new_n34"", ""sum1""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""b1"", ""new_n21""], [""b1"", ""new_n22""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]], ""selected_ebi"": [""a0"", ""a1"", ""b0"", ""cin""], ""selected_ebo"": [""new_n26"", ""new_n34"", ""sum1""]}",0,False,False,optimized_extended,False
True,17,formal_all,True,0,generated_adder_4,,not_applicable,9,9,18,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_all|cost_guided|coi_output_odc,blocked_by_missing_relevant_anchors,adder_bit1_carry_sum_region,True,coi_output_odc,True,0,5,3,True,new_n15;new_n16;new_n17;new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n15;new_n16;new_n17;new_n21;new_n22;new_n34,0.20689655172413793,invalid_ebo_cut;outgoing_bypass,,,25,0,[],ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,2,"[[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]",0,0,0.004144,cost_guided,17,0,8,0,0,0,False,3,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin""], ""derived_bo"": [""new_n17"", ""new_n34"", ""sum1""], ""ebi_candidates"": {""a0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""a0""}], ""b0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""b0""}], ""cin"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""cin""}], ""new_n17"": [{""direction"": ""fanin"", ""distance"": 2, ""node"": ""a0""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""b0""}], ""new_n21"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}], ""new_n22"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}]}, ""ebo_candidates"": {""new_n23"": [{""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}, {""direction"": ""fanout"", ""distance"": 3, ""node"": ""new_n43""}], ""new_n26"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""new_n26""}, {""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}], ""sum1"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""sum1""}]}, ""incoming_bypass_edges"": [], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]}",0,True,False,optimized_extended,False
True,0,formal_plus_odc,True,0,generated_adder_4,,not_applicable,4,3,7,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_plus_odc|first_frontier|coi_output_odc,blocked_by_missing_relevant_anchors,adder_bit1_carry_sum_region,True,coi_output_odc,True,0,4,3,True,new_n15;new_n16;new_n17;new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n15;new_n16;new_n17;new_n21;new_n22;new_n34,0.20689655172413793,invalid_ebi_cut;invalid_ebo_cut;incoming_bypass;outgoing_bypass,,,25,2,"[[""b1"", ""new_n21""], [""b1"", ""new_n22""]]",ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,2,"[[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]",0,0,0.000065,first_frontier,1,0,7,0,0,0,False,2,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin""], ""derived_bo"": [""new_n17"", ""new_n34"", ""sum1""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""b1"", ""new_n21""], [""b1"", ""new_n22""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]], ""selected_ebi"": [""a0"", ""a1"", ""b0"", ""cin""], ""selected_ebo"": [""new_n26"", ""new_n34"", ""sum1""]}",0,False,False,optimized_extended,False
True,17,formal_plus_odc,True,0,generated_adder_4,,not_applicable,9,9,18,generated_adder_4|adder_bit1_carry_sum_region|resyn2|formal_plus_odc|cost_guided|coi_output_odc,blocked_by_missing_relevant_anchors,adder_bit1_carry_sum_region,True,coi_output_odc,True,0,5,3,True,new_n15;new_n16;new_n17;new_n21;new_n22;new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;new_n34;sum1,new_n15;new_n16;new_n17;new_n21;new_n22;new_n34,0.20689655172413793,invalid_ebo_cut;outgoing_bypass,,,25,0,[],ebi_mismatch;ebo_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n23;new_n24;new_n25;new_n26;new_n27;new_n28;sum1,False,False,False,2,"[[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]",0,0,0.004076,cost_guided,17,0,8,0,0,0,False,3,"{""cycle_conflicts"": [], ""derived_bi"": [""a0"", ""a1"", ""b0"", ""b1"", ""cin""], ""derived_bo"": [""new_n17"", ""new_n34"", ""sum1""], ""ebi_candidates"": {""a0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""a0""}], ""b0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""b0""}], ""cin"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""cin""}], ""new_n17"": [{""direction"": ""fanin"", ""distance"": 2, ""node"": ""a0""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""b0""}], ""new_n21"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}], ""new_n22"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""a1""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""b1""}]}, ""ebo_candidates"": {""new_n23"": [{""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}, {""direction"": ""fanout"", ""distance"": 3, ""node"": ""new_n43""}], ""new_n26"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""new_n26""}, {""direction"": ""fanout"", ""distance"": 1, ""node"": ""new_n34""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""sum1""}, {""direction"": ""fanout"", ""distance"": 2, ""node"": ""new_n35""}], ""sum1"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""sum1""}]}, ""incoming_bypass_edges"": [], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [[""new_n17"", ""new_n18""], [""new_n17"", ""new_n19""]]}",0,True,False,optimized_extended,False
True,0,formal_all,True,0,generated_mux_tree_4,,not_applicable,3,1,4,generated_mux_tree_4|mux_tree_root|dc2|formal_all|first_frontier|global_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000055,first_frontier,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""new_n13"", ""new_n8"", ""s0""], ""selected_ebo"": [""out""]}",0,False,True,optimized_extended,False
True,1,formal_all,True,0,generated_mux_tree_4,,not_applicable,9,1,10,generated_mux_tree_4|mux_tree_root|dc2|formal_all|cost_guided|global_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000123,cost_guided,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_candidates"": {""new_n10"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n8""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n9""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d2""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}], ""new_n13"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""new_n13""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n11""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n12""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d0""}], ""s0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""s0""}]}, ""ebo_candidates"": {""out"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""out""}]}, ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",0,False,True,optimized_extended,False
True,0,formal_plus_odc,True,0,generated_mux_tree_4,,not_applicable,3,1,4,generated_mux_tree_4|mux_tree_root|dc2|formal_plus_odc|first_frontier|global_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000050,first_frontier,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""new_n13"", ""new_n8"", ""s0""], ""selected_ebo"": [""out""]}",0,False,True,optimized_extended,False
True,1,formal_plus_odc,True,0,generated_mux_tree_4,,not_applicable,9,1,10,generated_mux_tree_4|mux_tree_root|dc2|formal_plus_odc|cost_guided|global_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000120,cost_guided,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_candidates"": {""new_n10"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n8""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n9""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d2""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}], ""new_n13"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""new_n13""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n11""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n12""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d0""}], ""s0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""s0""}]}, ""ebo_candidates"": {""out"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""out""}]}, ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",0,False,True,optimized_extended,False
True,0,formal_all,True,0,generated_mux_tree_4,,not_applicable,3,1,4,generated_mux_tree_4|mux_tree_root|dc2|formal_all|first_frontier|coi_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,coi_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000068,first_frontier,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""new_n13"", ""new_n8"", ""s0""], ""selected_ebo"": [""out""]}",0,False,True,optimized_extended,False
True,1,formal_all,True,0,generated_mux_tree_4,,not_applicable,9,1,10,generated_mux_tree_4|mux_tree_root|dc2|formal_all|cost_guided|coi_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,coi_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000250,cost_guided,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_candidates"": {""new_n10"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n8""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n9""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d2""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}], ""new_n13"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""new_n13""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n11""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n12""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d0""}], ""s0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""s0""}]}, ""ebo_candidates"": {""out"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""out""}]}, ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",0,False,True,optimized_extended,False
True,0,formal_plus_odc,True,0,generated_mux_tree_4,,not_applicable,3,1,4,generated_mux_tree_4|mux_tree_root|dc2|formal_plus_odc|first_frontier|coi_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,coi_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000054,first_frontier,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""new_n13"", ""new_n8"", ""s0""], ""selected_ebo"": [""out""]}",0,False,True,optimized_extended,False
True,1,formal_plus_odc,True,0,generated_mux_tree_4,,not_applicable,9,1,10,generated_mux_tree_4|mux_tree_root|dc2|formal_plus_odc|cost_guided|coi_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,coi_output_odc,True,0,3,1,True,new_n10;new_n14;new_n15;out,new_n10,0.16666666666666666,invalid_ebi_cut;incoming_bypass,,,12,1,"[[""new_n9"", ""new_n10""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,dc2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000121,cost_guided,1,0,4,0,0,0,False,1,"{""cycle_conflicts"": [], ""derived_bi"": [""new_n13"", ""new_n8"", ""new_n9"", ""s0""], ""derived_bo"": [""out""], ""ebi_candidates"": {""new_n10"": [{""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n8""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n9""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d2""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}], ""new_n13"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""new_n13""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n11""}, {""direction"": ""fanin"", ""distance"": 1, ""node"": ""new_n12""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d0""}], ""s0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""s0""}]}, ""ebo_candidates"": {""out"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""out""}]}, ""incoming_bypass_edges"": [[""new_n9"", ""new_n10""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",0,False,True,optimized_extended,False
True,0,formal_all,True,0,generated_mux_tree_4,,not_applicable,3,1,4,generated_mux_tree_4|mux_tree_root|resyn2|formal_all|first_frontier|global_output_odc,blocked_by_missing_relevant_anchors,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n11;new_n13;new_n14;new_n15;new_n8;out,new_n10;new_n11;new_n13;new_n8,0.6666666666666666,invalid_ebi_cut;incoming_bypass,,,7,4,"[[""new_n12"", ""new_n13""], [""new_n9"", ""new_n10""], [""s1"", ""new_n11""], [""s1"", ""new_n8""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000065,first_frontier,1,0,4,0,0,0,False,4,"{""cycle_conflicts"": [], ""derived_bi"": [""d0"", ""d2"", ""new_n12"", ""new_n9"", ""s0"", ""s1""], ""derived_bo"": [""out""], ""ebi_failures"": [], ""ebo_failures"": [], ""incoming_bypass_edges"": [[""new_n12"", ""new_n13""], [""new_n9"", ""new_n10""], [""s1"", ""new_n11""], [""s1"", ""new_n8""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": [], ""selected_ebi"": [""d0"", ""d2"", ""s0""], ""selected_ebo"": [""out""]}",0,False,True,optimized_extended,False
True,3,formal_all,True,0,generated_mux_tree_4,,not_applicable,7,1,8,generated_mux_tree_4|mux_tree_root|resyn2|formal_all|cost_guided|global_output_odc,blocked_by_extension_limit,mux_tree_root,True,global_output_odc,True,0,3,1,True,new_n10;new_n11;new_n12;new_n13;new_n14;new_n15;new_n8;new_n9;out,new_n10;new_n11;new_n12;new_n13;new_n8;new_n9,1.0,invalid_ebi_cut;incoming_bypass;whole_design_candidate;extension_limit_exceeded,,,7,3,"[[""d0"", ""new_n11""], [""d1"", ""new_n12""], [""d3"", ""new_n9""]]",ebi_mismatch;region_mismatch;bypass_edges,algorithmic_failure,resyn2,new_n14;new_n15;out,False,True,False,0,[],0,0,0.000525,cost_guided,3,0,4,0,0,0,False,4,"{""cycle_conflicts"": [], ""derived_bi"": [""d0"", ""d1"", ""d2"", ""d3"", ""s0"", ""s1""], ""derived_bo"": [""out""], ""ebi_candidates"": {""new_n10"": [{""direction"": ""fanin"", ""distance"": 2, ""node"": ""d2""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d3""}], ""new_n13"": [{""direction"": ""fanin"", ""distance"": 2, ""node"": ""d0""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""s1""}, {""direction"": ""fanin"", ""distance"": 2, ""node"": ""d1""}], ""s0"": [{""direction"": ""fanin"", ""distance"": 0, ""node"": ""s0""}]}, ""ebo_candidates"": {""out"": [{""direction"": ""fanout"", ""distance"": 0, ""node"": ""out""}]}, ""incoming_bypass_edges"": [[""d0"", ""new_n11""], [""d1"", ""new_n12""], [""d3"", ""new_n9""]], ""missing_original_coi_nodes"": [], ""outgoing_bypass_edges"": []}",0,False,True,optimized_extended,True
