target_instance_id,target_id,source_result,benchmark,optimization_flow,optimized_target_node,source_artifact,optimized_artifact,replay_pair_id,replay_status,materialized_replay,target_support,target_support_size,target_truth_table_hash,decomposition_status,anchor_cut_id,anchor_expression,anchor_kind,backend,support_bound,blocker,schema_version
ae0235b4ef6dd744,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n15,old_materialized_anchor,generated_mux_tree_8,dc2,new_n15,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_dc2.blif,,native_variant_pair,true,"[""d7"", ""s0"", ""s2""]",3,9b689b82f6972c40,pi_truth_table_anchor,,"truth_table(d7,s0,s2)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
542bb97f92771578,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n19,old_materialized_anchor,generated_mux_tree_8,dc2,new_n19,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_dc2.blif,,native_variant_pair,true,"[""d2"", ""d6"", ""s0""]",3,3601f7a8a88ce309,pi_truth_table_anchor,,"truth_table(d2,d6,s0)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
dae7c82d4d60de5f,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n29,old_materialized_anchor,generated_mux_tree_8,dc2,new_n29,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_dc2.blif,,native_variant_pair,true,"[""d0"", ""d4"", ""s0""]",3,a025bf4defd7bd8d,pi_truth_table_anchor,,"truth_table(d0,d4,s0)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
5427f804e1c327e1,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n15,old_materialized_anchor,generated_mux_tree_8,resyn2,new_n15,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_resyn2.blif,,native_variant_pair,true,"[""d4"", ""s1"", ""s2""]",3,d89079560b70eaad,pi_truth_table_anchor,,"truth_table(d4,s1,s2)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
ef8761793d51ce9f,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n19,old_materialized_anchor,generated_mux_tree_8,resyn2,new_n19,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_resyn2.blif,,native_variant_pair,true,"[""d6"", ""s1"", ""s2""]",3,06c52a196159b8b2,pi_truth_table_anchor,,"truth_table(d6,s1,s2)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
9c59f83c92c242ec,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n29,old_materialized_anchor,generated_mux_tree_8,resyn2,new_n29,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_resyn2.blif,,native_variant_pair,true,"[""d2"", ""s1"", ""s2""]",3,41d4ef2258dab484,pi_truth_table_anchor,,"truth_table(d2,s1,s2)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
6bdce3820ff3889f,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n20,old_materialized_anchor,generated_mux_tree_8,resyn2,new_n20,variants/generated_mux_tree_8_original.blif,variants/generated_mux_tree_8_resyn2.blif,,native_variant_pair,true,"[""d6"", ""d7"", ""s1"", ""s2""]",4,807915ff493bc0b5,pi_truth_table_anchor,,"truth_table(d6,d7,s1,s2)",pi_truth_table,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
4c33dedaa47329cb,controlled_and_factor__b0,fresh_utility_target,d51ad725072b333e,semantic_frontier_materialized,pcva_4c33dedaa47329cb,results/evidence_advancement/artifacts/materialized_replay_pairs/d51ad725072b333e.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/d51ad725072b333e.optimized.blif,d51ad725072b333e,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,809fad15e1a18e9d,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
ac8c960f769cf44f,controlled_and_factor__b0,fresh_utility_target,0daf84d51b0a26de,semantic_frontier_materialized,pcva_ac8c960f769cf44f,results/evidence_advancement/artifacts/materialized_replay_pairs/0daf84d51b0a26de.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/0daf84d51b0a26de.optimized.blif,0daf84d51b0a26de,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,70d4029bebc17d90,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
7c536566403ac7a6,controlled_and_factor__b0,fresh_utility_target,7796980cb9481867,semantic_frontier_materialized,pcva_7c536566403ac7a6,results/evidence_advancement/artifacts/materialized_replay_pairs/7796980cb9481867.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/7796980cb9481867.optimized.blif,7796980cb9481867,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,73b2fc667ab9a59e,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
7f693f960b826383,controlled_and_factor__b0,fresh_utility_target,a1e78b720afaf053,semantic_frontier_materialized,pcva_7f693f960b826383,results/evidence_advancement/artifacts/materialized_replay_pairs/a1e78b720afaf053.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/a1e78b720afaf053.optimized.blif,a1e78b720afaf053,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,77f2b6656d27384d,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
f746c0dba7f858f4,controlled_and_factor__b0,fresh_utility_target,9a98fa2b8a02de0e,semantic_frontier_materialized,pcva_f746c0dba7f858f4,results/evidence_advancement/artifacts/materialized_replay_pairs/9a98fa2b8a02de0e.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/9a98fa2b8a02de0e.optimized.blif,9a98fa2b8a02de0e,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,e7f649b91ec89559,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
236223c12059e0be,controlled_and_factor__b0,fresh_utility_target,1b74b01a6db96c64,semantic_frontier_materialized,pcva_236223c12059e0be,results/evidence_advancement/artifacts/materialized_replay_pairs/1b74b01a6db96c64.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/1b74b01a6db96c64.optimized.blif,1b74b01a6db96c64,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,e246a1ed40c982a2,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
6d9f45f91fa81ec2,controlled_and_factor__b0,fresh_utility_target,a0585e1a667dcb44,semantic_frontier_materialized,pcva_6d9f45f91fa81ec2,results/evidence_advancement/artifacts/materialized_replay_pairs/a0585e1a667dcb44.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/a0585e1a667dcb44.optimized.blif,a0585e1a667dcb44,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,c583307a647d69f5,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
bcbe9070a681b6f5,controlled_and_factor__b0,fresh_utility_target,fbedf2676894a82f,semantic_frontier_materialized,pcva_bcbe9070a681b6f5,results/evidence_advancement/artifacts/materialized_replay_pairs/fbedf2676894a82f.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/fbedf2676894a82f.optimized.blif,fbedf2676894a82f,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,49b9dea3e97d5956,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
7c0b8d5ac3fccb5e,controlled_and_factor__b0,fresh_utility_target,363cbacef6a09318,semantic_frontier_materialized,pcva_7c0b8d5ac3fccb5e,results/evidence_advancement/artifacts/materialized_replay_pairs/363cbacef6a09318.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/363cbacef6a09318.optimized.blif,363cbacef6a09318,materialized_replay_pair,true,"[""x0"", ""x1""]",2,eba8a44748a5f09c,exact_virtual_anchor,4804fe6ccdc4289e,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
764b2db5fb82b554,controlled_nonmonotonic_factor__b0,fresh_utility_target,198a0379defecab2,semantic_frontier_materialized,pcva_764b2db5fb82b554,results/evidence_advancement/artifacts/materialized_replay_pairs/198a0379defecab2.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/198a0379defecab2.optimized.blif,198a0379defecab2,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,0839acc870c1e893,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
afe7d8fcdf319dc1,controlled_nonmonotonic_factor__b0,fresh_utility_target,a25054b77bffab42,semantic_frontier_materialized,pcva_afe7d8fcdf319dc1,results/evidence_advancement/artifacts/materialized_replay_pairs/a25054b77bffab42.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/a25054b77bffab42.optimized.blif,a25054b77bffab42,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,e90942474d721ee0,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
49660906351ef5c0,controlled_nonmonotonic_factor__b0,fresh_utility_target,ce7de9ffbf377b65,semantic_frontier_materialized,pcva_49660906351ef5c0,results/evidence_advancement/artifacts/materialized_replay_pairs/ce7de9ffbf377b65.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/ce7de9ffbf377b65.optimized.blif,ce7de9ffbf377b65,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,f025185ac9309a82,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
e3234839e48beddb,controlled_nonmonotonic_factor__b0,fresh_utility_target,8af5abeacf031b03,semantic_frontier_materialized,pcva_e3234839e48beddb,results/evidence_advancement/artifacts/materialized_replay_pairs/8af5abeacf031b03.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/8af5abeacf031b03.optimized.blif,8af5abeacf031b03,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,9b1e3140362dde3f,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
591895c4925b236c,controlled_nonmonotonic_factor__b0,fresh_utility_target,1b6be2ff82944c93,semantic_frontier_materialized,pcva_591895c4925b236c,results/evidence_advancement/artifacts/materialized_replay_pairs/1b6be2ff82944c93.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/1b6be2ff82944c93.optimized.blif,1b6be2ff82944c93,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,30034043da6ca9cf,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
37a116ba534fd473,controlled_nonmonotonic_factor__b0,fresh_utility_target,6bbaa43e7380e769,semantic_frontier_materialized,pcva_37a116ba534fd473,results/evidence_advancement/artifacts/materialized_replay_pairs/6bbaa43e7380e769.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/6bbaa43e7380e769.optimized.blif,6bbaa43e7380e769,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,c2be63109970ab89,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
849dca8d4a095b0a,controlled_nonmonotonic_factor__b0,fresh_utility_target,d393188ce86ddbaa,semantic_frontier_materialized,pcva_849dca8d4a095b0a,results/evidence_advancement/artifacts/materialized_replay_pairs/d393188ce86ddbaa.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/d393188ce86ddbaa.optimized.blif,d393188ce86ddbaa,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,d67a6cfa1259cd11,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
7d1ff3b7b6bc1b29,controlled_nonmonotonic_factor__b0,fresh_utility_target,560ad7895551df59,semantic_frontier_materialized,pcva_7d1ff3b7b6bc1b29,results/evidence_advancement/artifacts/materialized_replay_pairs/560ad7895551df59.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/560ad7895551df59.optimized.blif,560ad7895551df59,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,3669dd1f076ad342,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
63dc1cb4c01f3891,controlled_nonmonotonic_factor__b0,fresh_utility_target,fde657abfb91aff9,semantic_frontier_materialized,pcva_63dc1cb4c01f3891,results/evidence_advancement/artifacts/materialized_replay_pairs/fde657abfb91aff9.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/fde657abfb91aff9.optimized.blif,fde657abfb91aff9,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,26a38cfa581b43df,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
47e903ce950b36a6,controlled_nonmonotonic_factor__b0,fresh_utility_target,0c47737710b3d083,semantic_frontier_materialized,pcva_47e903ce950b36a6,results/evidence_advancement/artifacts/materialized_replay_pairs/0c47737710b3d083.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/0c47737710b3d083.optimized.blif,0c47737710b3d083,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,8c38ecd3d875836c,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
b2c8341eef9130eb,controlled_nonmonotonic_factor__b0,fresh_utility_target,e193b7ee97cdd57b,semantic_frontier_materialized,pcva_b2c8341eef9130eb,results/evidence_advancement/artifacts/materialized_replay_pairs/e193b7ee97cdd57b.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/e193b7ee97cdd57b.optimized.blif,e193b7ee97cdd57b,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,078cbcbd064593e3,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
3b0856d92d1c637f,controlled_xor_factor__b0,fresh_utility_target,8c477d2723b3f1b2,semantic_frontier_materialized,pcva_3b0856d92d1c637f,results/evidence_advancement/artifacts/materialized_replay_pairs/8c477d2723b3f1b2.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/8c477d2723b3f1b2.optimized.blif,8c477d2723b3f1b2,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,46f68d622ba0c337,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
33a1c7c69eeb3175,controlled_xor_factor__b0,fresh_utility_target,c093f6a070b9dbc0,semantic_frontier_materialized,pcva_33a1c7c69eeb3175,results/evidence_advancement/artifacts/materialized_replay_pairs/c093f6a070b9dbc0.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/c093f6a070b9dbc0.optimized.blif,c093f6a070b9dbc0,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,7ef8cf5a300552ba,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
acf0a5d96074d14b,controlled_xor_factor__b0,fresh_utility_target,1b7c6719fdcd2a0b,semantic_frontier_materialized,pcva_acf0a5d96074d14b,results/evidence_advancement/artifacts/materialized_replay_pairs/1b7c6719fdcd2a0b.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/1b7c6719fdcd2a0b.optimized.blif,1b7c6719fdcd2a0b,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,50d1f4ac163c97d6,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
680f668c3603558d,controlled_xor_factor__b0,fresh_utility_target,04cd8246990992d9,semantic_frontier_materialized,pcva_680f668c3603558d,results/evidence_advancement/artifacts/materialized_replay_pairs/04cd8246990992d9.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/04cd8246990992d9.optimized.blif,04cd8246990992d9,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,c2b91635fdaae0c6,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
3d85bc1ab67f8580,controlled_xor_factor__b0,fresh_utility_target,24a758aec4340945,semantic_frontier_materialized,pcva_3d85bc1ab67f8580,results/evidence_advancement/artifacts/materialized_replay_pairs/24a758aec4340945.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/24a758aec4340945.optimized.blif,24a758aec4340945,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,6bbd858d6f2d0b16,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
75424af82404f5a5,controlled_xor_factor__b0,fresh_utility_target,3ad88673519b127b,semantic_frontier_materialized,pcva_75424af82404f5a5,results/evidence_advancement/artifacts/materialized_replay_pairs/3ad88673519b127b.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/3ad88673519b127b.optimized.blif,3ad88673519b127b,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,c6a838921485cf83,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
d49514ad6adfa9a4,controlled_xor_factor__b0,fresh_utility_target,be0997159857a854,semantic_frontier_materialized,pcva_d49514ad6adfa9a4,results/evidence_advancement/artifacts/materialized_replay_pairs/be0997159857a854.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/be0997159857a854.optimized.blif,be0997159857a854,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,e0c395258165f4fa,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
48e9ac460200ed9e,controlled_xor_factor__b0,fresh_utility_target,6bfa0bad1473e4f5,semantic_frontier_materialized,pcva_48e9ac460200ed9e,results/evidence_advancement/artifacts/materialized_replay_pairs/6bfa0bad1473e4f5.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/6bfa0bad1473e4f5.optimized.blif,6bfa0bad1473e4f5,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,a70579e602660c8c,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
c737e7c5b735c4c6,controlled_xor_factor__b0,fresh_utility_target,c9d0453564d217a0,semantic_frontier_materialized,pcva_c737e7c5b735c4c6,results/evidence_advancement/artifacts/materialized_replay_pairs/c9d0453564d217a0.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/c9d0453564d217a0.optimized.blif,c9d0453564d217a0,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,39c52f984329e196,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
933d565467516c6c,controlled_xor_factor__b0,fresh_utility_target,0c23da890dff3f4d,semantic_frontier_materialized,pcva_933d565467516c6c,results/evidence_advancement/artifacts/materialized_replay_pairs/0c23da890dff3f4d.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/0c23da890dff3f4d.optimized.blif,0c23da890dff3f4d,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,5dbed6f6273a47c7,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
1899c2c610ef5064,controlled_xor_factor__b0,fresh_utility_target,48959764d59633a8,semantic_frontier_materialized,pcva_1899c2c610ef5064,results/evidence_advancement/artifacts/materialized_replay_pairs/48959764d59633a8.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/48959764d59633a8.optimized.blif,48959764d59633a8,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,61e1a9e63b750714,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
e78380a04cbbb599,controlled_xor_factor__b0,fresh_utility_target,f1ca4c9b64e79488,semantic_frontier_materialized,pcva_e78380a04cbbb599,results/evidence_advancement/artifacts/materialized_replay_pairs/f1ca4c9b64e79488.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/f1ca4c9b64e79488.optimized.blif,f1ca4c9b64e79488,materialized_replay_pair,true,"[""x0"", ""x1""]",2,8d1560b225f7c697,exact_virtual_anchor,f8f680088fd566f3,m0,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
c30982c90c06c27a,full_adder_carry__b0,fresh_utility_target,e90eebbc8cb0e65d,semantic_frontier_materialized,pcva_c30982c90c06c27a,results/evidence_advancement/artifacts/materialized_replay_pairs/e90eebbc8cb0e65d.source.blif,results/evidence_advancement/artifacts/materialized_replay_pairs/e90eebbc8cb0e65d.optimized.blif,e90eebbc8cb0e65d,materialized_replay_pair,true,"[""a"", ""b"", ""cin""]",3,f362bf34947fde3f,exact_virtual_anchor,c40fcb25b7854932,cout,source_node,bounded_cut_bank_plus_pi_cegis,6,,evidence_advancement_v1
