cut_id,benchmark,source_artifact,cut_kind,expression,source_leaves,support,support_size,truth_table_hash,complement_truth_table_hash,canonical_truth_table_hash,polarity,npn_class,support_bound,replay_status,schema_version
209319b414065b2e,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n18,"[""new_n18""]","[""a0"", ""b0"", ""cin""]",3,7fa2eb07585d489f,99de8345d6535d11,7f94ec8202b0598d,same,npn_c367d71c2eac76ee,6,source_graph_or_pi_replayable,evidence_advancement_v1
bacb8d5b4d7d09e9,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n19,"[""new_n19""]","[""a0"", ""b0"", ""cin""]",3,3093a4cd159e2a57,ced8f50129d14989,ef73cac577bcd031,same,npn_c367d71c2eac76ee,6,source_graph_or_pi_replayable,evidence_advancement_v1
875855a05aa9a75b,generated_adder_4,variants/generated_adder_4_original.blif,source_node,sum0,"[""sum0""]","[""a0"", ""b0"", ""cin""]",3,63f4d2404e9b8d57,68f2fb45807ccdbb,c2a6fb6a86cca609,same,npn_c2a6fb6a86cca609,6,source_graph_or_pi_replayable,evidence_advancement_v1
a718d004649613a2,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n21,"[""new_n21""]","[""a1"", ""b1""]",2,01098a718a749b45,076f92c1c9dd9e0c,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
6d5319072091dbbd,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n22,"[""new_n22""]","[""a1"", ""b1""]",2,eedb30adfeeb396d,717ce49baa8f7fb3,2c24932e8e4ebc2f,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
a308618d7d1701aa,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n23,"[""new_n23""]","[""a1"", ""b1""]",2,25384a241c02923b,68ab424f84d1f333,b5d1f15c17250b42,inverted,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
147d883e6df80191,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n24,"[""new_n24""]","[""a0"", ""b0""]",2,a90d0c430a7a64ee,cc0f21e92cea891a,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
7ff44f934220f429,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n25,"[""new_n25""]","[""a0"", ""b0"", ""cin""]",3,9943187cb11e06b1,2fb8000fe219f975,c367d71c2eac76ee,same,npn_c367d71c2eac76ee,6,source_graph_or_pi_replayable,evidence_advancement_v1
932f95c836bb1fa4,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n26,"[""new_n26""]","[""a0"", ""b0"", ""cin""]",3,42043a85fbc731e5,a27a63aabf33a9a1,f362bf34947fde3f,inverted,npn_f362bf34947fde3f,6,source_graph_or_pi_replayable,evidence_advancement_v1
652d670219fedae7,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n27,"[""new_n27""]","[""a0"", ""a1"", ""b0"", ""b1"", ""cin""]",5,911b5caf335d25fd,0e051ef2600564a2,ad40185773218cae,same,support_gt4,6,source_graph_or_pi_replayable,evidence_advancement_v1
46740afc5e396447,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n28,"[""new_n28""]","[""a0"", ""a1"", ""b0"", ""b1"", ""cin""]",5,3bdc10f6512eefd1,31b8df17c0ec879a,03523e67e0addddd,same,support_gt4,6,source_graph_or_pi_replayable,evidence_advancement_v1
92ac790842d013fa,generated_adder_4,variants/generated_adder_4_original.blif,source_node,sum1,"[""sum1""]","[""a0"", ""a1"", ""b0"", ""b1"", ""cin""]",5,5276acfe57f71f48,8be7a5dea712eb57,41b7ae3ecaeb6b7a,same,support_gt4,6,source_graph_or_pi_replayable,evidence_advancement_v1
9b1a159e094df8bc,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n30,"[""new_n30""]","[""a2"", ""b2""]",2,dc5535f35ac139d2,d68cdb015c0dd869,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
c43297070ed9fbd5,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n31,"[""new_n31""]","[""a2"", ""b2""]",2,284e7831292553b9,3e4cb3edad72b825,2c24932e8e4ebc2f,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
839545ee10653b63,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n32,"[""new_n32""]","[""a2"", ""b2""]",2,ed485dd6abfb6668,3e426b471d36e495,b5d1f15c17250b42,inverted,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
37d39e2bf3b4bbfd,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n33,"[""new_n33""]","[""a1"", ""b1""]",2,d86482ee75f22261,d7b5b3d828935e1c,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
6d98a1530904a410,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n34,"[""new_n34""]","[""a0"", ""a1"", ""b0"", ""b1"", ""cin""]",5,650a56a39a9d388b,8780541ea7e9e0fe,8b99c834ecbd7b22,same,support_gt4,6,source_graph_or_pi_replayable,evidence_advancement_v1
c4780ec50cd4cb31,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n35,"[""new_n35""]","[""a0"", ""a1"", ""b0"", ""b1"", ""cin""]",5,091abc8b7af53b54,9bef20eccdecdd0a,7740219b4f3bc0c9,inverted,support_gt4,6,source_graph_or_pi_replayable,evidence_advancement_v1
c40b84bc88e8483c,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n39,"[""new_n39""]","[""a3"", ""b3""]",2,8173db5689cffb6e,d1996c476baa78d6,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
137a3f070f49e680,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n40,"[""new_n40""]","[""a3"", ""b3""]",2,bcab7c95f8b6c429,0b0ecc5de42e6800,2c24932e8e4ebc2f,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
a47410d36fe75d94,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n41,"[""new_n41""]","[""a3"", ""b3""]",2,4df17454fa449603,4bda3afdf87e1dd3,b5d1f15c17250b42,inverted,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
c150af965b04752b,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n42,"[""new_n42""]","[""a2"", ""b2""]",2,05ac187d7eee906c,c0cfc84784f9666a,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
8198cf844812f7e9,generated_adder_4,variants/generated_adder_4_original.blif,source_node,new_n48,"[""new_n48""]","[""a3"", ""b3""]",2,8501646f7f43d51a,83b5a83a0f1c6c99,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
321d011af3213ad9,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,a1)","[""a0"", ""a1""]","[""a0"", ""a1""]",2,7aedf4515fdea164,2ce676027eb1bbeb,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
ab989a9c37654f3d,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,a1)","[""a0"", ""a1""]","[""a0"", ""a1""]",2,003490e979b860dc,07976445419b7328,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
1c9dd9bc07366308,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,a1)","[""a0"", ""a1""]","[""a0"", ""a1""]",2,7321cc8a27228701,90f758c42c5ae346,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
d6bbedefce001ead,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(a1))","[""a0"", ""a1""]","[""a0"", ""a1""]",2,b8f057efdb2c5652,3147762a086492f9,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
0aae0acaaed617e6,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(a1))","[""a0"", ""a1""]","[""a0"", ""a1""]",2,8fb1b0797d789e58,d64d041fdae85794,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
99b38d49f6935740,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,a2)","[""a0"", ""a2""]","[""a0"", ""a2""]",2,7190436aa479a6c3,17866516506e16aa,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
27dac2ab536f0972,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,a2)","[""a0"", ""a2""]","[""a0"", ""a2""]",2,aa78e8a7db0a47d6,9098442a4c212452,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
58765cb8b3d43d0a,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,a2)","[""a0"", ""a2""]","[""a0"", ""a2""]",2,c183738d280ed67b,d625ad8ed59550f0,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
6cdbf30241e9e882,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(a2))","[""a0"", ""a2""]","[""a0"", ""a2""]",2,f71c6e06463815e3,9ad4533ab89607c0,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
6f525d74203fb815,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(a2))","[""a0"", ""a2""]","[""a0"", ""a2""]",2,25bc6b543172eb94,31f070a377b47da1,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
fd66381ecf4e9a10,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,a3)","[""a0"", ""a3""]","[""a0"", ""a3""]",2,749e7cdf0b4b940c,469b69f13cd26af7,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
17daa78aee65d733,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,a3)","[""a0"", ""a3""]","[""a0"", ""a3""]",2,e49cd32a3e6cba52,0111d064d99cd878,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
2fb005c817f865dd,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,a3)","[""a0"", ""a3""]","[""a0"", ""a3""]",2,00efd9e16cc669b6,2789d8d01fb8001c,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
0952c41a0ce5c769,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(a3))","[""a0"", ""a3""]","[""a0"", ""a3""]",2,6b586e1dfbd1f7bf,3a6eebe035f1aca1,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
0dbea1a93e18b007,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(a3))","[""a0"", ""a3""]","[""a0"", ""a3""]",2,bc060612d7bc93c3,011e5e637331abd9,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
dd216f07668b7f2b,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,b0)","[""a0"", ""b0""]","[""a0"", ""b0""]",2,a90d0c430a7a64ee,cc0f21e92cea891a,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
26b873dca017eec8,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,b0)","[""a0"", ""b0""]","[""a0"", ""b0""]",2,53b776ff0ba13371,f866b4a531fd38bd,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
7a593f25a0cb003f,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,b0)","[""a0"", ""b0""]","[""a0"", ""b0""]",2,1831277e368b3f87,8148a642d6eee6bd,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
163e775a28c75c65,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(b0))","[""a0"", ""b0""]","[""a0"", ""b0""]",2,189bdd4a6e5bac6e,c08d3c15e8238f54,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
08688ce496bc4aca,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(b0))","[""a0"", ""b0""]","[""a0"", ""b0""]",2,dcca3ccf1c1d3729,2b6754bfaa85bb6f,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
ebe98181daf9610c,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,b1)","[""a0"", ""b1""]","[""a0"", ""b1""]",2,ea3446619a8b9de0,4bef02eb1629665e,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
04048d6817f28e14,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,b1)","[""a0"", ""b1""]","[""a0"", ""b1""]",2,fbf574edfc9ad49f,9cb6145742ed2d5a,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
4ad64e40b8061fda,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,b1)","[""a0"", ""b1""]","[""a0"", ""b1""]",2,5bbbba8567ec9d83,12957da12dec9134,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
8f39d649b5dc0de9,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(b1))","[""a0"", ""b1""]","[""a0"", ""b1""]",2,d1e6b142aa9fc299,c75a32884b8f585a,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
12d3860ddf6e3623,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(b1))","[""a0"", ""b1""]","[""a0"", ""b1""]",2,c029dbda26e0d81b,4aa12dccd28b1877,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
5d17aaa77ff94af2,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,b2)","[""a0"", ""b2""]","[""a0"", ""b2""]",2,e9d1f3a548675c5a,fc47f26f72d72138,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
67f614fde5e1d330,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,b2)","[""a0"", ""b2""]","[""a0"", ""b2""]",2,275e95b19871ba96,be606149f060caf1,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
d16ba40c3bb7cfbb,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,b2)","[""a0"", ""b2""]","[""a0"", ""b2""]",2,6ae29cdabc04e18b,0b5144f6118136b3,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
5f8ef7205ca1df41,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(b2))","[""a0"", ""b2""]","[""a0"", ""b2""]",2,93bc3e3870e27ccd,cb3b9906780d36c3,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
ded7f6cde0e0660e,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(b2))","[""a0"", ""b2""]","[""a0"", ""b2""]",2,d3e75879da6109d8,4dc0467bc1e29703,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
d1af9ed22f76ef46,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,b3)","[""a0"", ""b3""]","[""a0"", ""b3""]",2,12760fb9ecac3f88,0aeb8861d374ce18,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
757a7aeaa2176023,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,b3)","[""a0"", ""b3""]","[""a0"", ""b3""]",2,93ad0d972acc3efb,e8c03cdee9fd7ab4,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
6e5470ba14cabfa8,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,b3)","[""a0"", ""b3""]","[""a0"", ""b3""]",2,3492e24a935a555c,885ce9a0857e557c,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
dd34e50406628cca,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(b3))","[""a0"", ""b3""]","[""a0"", ""b3""]",2,1fd2c61fbada7409,c606e9ed6cd7ab54,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
55666ce3cdc3cad5,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(b3))","[""a0"", ""b3""]","[""a0"", ""b3""]",2,59c50a807ca71ee7,cdbb5f698e51d3d5,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
0bedee8ac68ce80c,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,cin)","[""a0"", ""cin""]","[""a0"", ""cin""]",2,edd7dee9af767072,4486cd35bb2a9319,94de9e90e231b35b,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
a7af515687b41fb4,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,cin)","[""a0"", ""cin""]","[""a0"", ""cin""]",2,78022f30e1da03e8,13e86c07edf33d82,c580333a48d30dad,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
3759e6461282a466,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,cin)","[""a0"", ""cin""]","[""a0"", ""cin""]",2,70228f0a58e9ed83,866c3b5ca5f69790,b5d1f15c17250b42,same,npn_b5d1f15c17250b42,6,source_graph_or_pi_replayable,evidence_advancement_v1
c1ed8340ccb734dd,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(cin))","[""a0"", ""cin""]","[""a0"", ""cin""]",2,09c7204ea5dde344,de93740d080e69dc,90f21496b5c851e8,same,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
cfa6142ca5a2be41,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(cin))","[""a0"", ""cin""]","[""a0"", ""cin""]",2,2f0105f85b339f60,38e8c8486672470a,2c24932e8e4ebc2f,inverted,npn_94de9e90e231b35b,6,source_graph_or_pi_replayable,evidence_advancement_v1
b1d1d16e4d174adb,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,new_n15)","[""a0"", ""new_n15""]","[""a0"", ""b0""]",2,f4c301a691a06445,7fd4e7fdf3df71e9,f14e1817ec32b1b5,same,npn_6471b342ae3c3106,6,source_graph_or_pi_replayable,evidence_advancement_v1
95c24985996eb1c1,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(new_n15))","[""a0"", ""new_n15""]","[""a0"", ""b0""]",2,1913ee0cd120e492,3a27bb7a4a45f536,a90d007c2fc57df6,inverted,npn_a90d007c2fc57df6,6,source_graph_or_pi_replayable,evidence_advancement_v1
7b81e21a2743d226,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,new_n17)","[""a0"", ""new_n17""]","[""a0"", ""b0""]",2,67148ddb81a2e9ae,2276d889547a2f34,6471b342ae3c3106,inverted,npn_6471b342ae3c3106,6,source_graph_or_pi_replayable,evidence_advancement_v1
cc1babb9b8695f5a,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,new_n18)","[""a0"", ""new_n18""]","[""a0"", ""b0"", ""cin""]",3,7b077bf8f8b1be2b,cba92db17a4d28f1,0929086ae3553ffd,same,npn_24165068bb0dbfca,6,source_graph_or_pi_replayable,evidence_advancement_v1
e029102f678d78d3,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,new_n18)","[""a0"", ""new_n18""]","[""a0"", ""b0"", ""cin""]",3,c45c85e04373838f,140429468188a90a,ae302d946b055aeb,same,npn_358a268fde92333a,6,source_graph_or_pi_replayable,evidence_advancement_v1
ced0a6cde256dd54,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,new_n18)","[""a0"", ""new_n18""]","[""a0"", ""b0"", ""cin""]",3,5f17f162b196fd3e,5499f60beb8becef,e14505a36b309770,same,npn_afbbb57e79223729,6,source_graph_or_pi_replayable,evidence_advancement_v1
03a04f2920bcdb91,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(new_n18))","[""a0"", ""new_n18""]","[""a0"", ""b0"", ""cin""]",3,c4a26e7414ee0e0e,9a317f3757e199d3,bea908062cfa2db7,same,npn_358a268fde92333a,6,source_graph_or_pi_replayable,evidence_advancement_v1
983cc8a7913b5152,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,not(new_n18))","[""a0"", ""new_n18""]","[""a0"", ""b0"", ""cin""]",3,c175edc73dc8b558,ebf7fae9ed8d60d6,00e3755f7c92db5f,inverted,npn_24165068bb0dbfca,6,source_graph_or_pi_replayable,evidence_advancement_v1
bce03c2dc8566c99,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,new_n19)","[""a0"", ""new_n19""]","[""a0"", ""b0"", ""cin""]",3,fdd49b22bb394cbb,65dbb39510289e20,24165068bb0dbfca,same,npn_24165068bb0dbfca,6,source_graph_or_pi_replayable,evidence_advancement_v1
2157a29f85ff8f0a,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"or(a0,new_n19)","[""a0"", ""new_n19""]","[""a0"", ""b0"", ""cin""]",3,b37e6c1f0838be85,d8c8f144a5db112a,6f1117d662454490,same,npn_358a268fde92333a,6,source_graph_or_pi_replayable,evidence_advancement_v1
9dda0f8fa9a197e8,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"xor(a0,new_n19)","[""a0"", ""new_n19""]","[""a0"", ""b0"", ""cin""]",3,9a2401898a13cbbe,96a3e7403a547562,70e889139f504399,same,npn_afbbb57e79223729,6,source_graph_or_pi_replayable,evidence_advancement_v1
a692df085637ba99,generated_adder_4,variants/generated_adder_4_original.blif,virtual_binary_cut,"and(a0,not(new_n19))","[""a0"", ""new_n19""]","[""a0"", ""b0"", ""cin""]",3,c10b81cfae5076a8,0d0987a370126a09,86541bc0ebd49ad1,same,npn_358a268fde92333a,6,source_graph_or_pi_replayable,evidence_advancement_v1
